-0.8566352,0.8369309,1.0118929,0.16305965,-0.13478522,-0.5041469,-0.52532125,-0.79547656,-0.960562,-0.6270528,-1.0278157,-1.5193174,-0.97627264,-1.0380458,-0.8289595,-0.6579525,-1.2849373,-1.0003701,-0.9650888,-1.0081342
-0.2314691,0.8213934,-0.123279616,-0.6212298,-0.70714545,-0.4382475,-0.0053726905,-0.8398156,-0.861558,-0.61718714,-0.7629255,-1.2019261,-0.665268,-0.8173,-0.6951626,-0.39904588,-1.010836,-0.9404306,-0.90246797,-0.857302
-0.9065303,0.8964174,0.8280822,0.065869786,-0.5177842,-0.39004773,-0.44268125,-0.86252654,-1.0052643,-0.34342426,-0.97287863,-1.6240559,-0.9323953,-0.9786346,-1.0442759,-0.75970757,-1.2966064,-1.159661,-1.1074083,-1.0736063
-0.031201228,0.5095975,0.13968927,-0.4527384,-0.58503765,-0.5127446,-0.39320958,-0.72371656,-0.89714825,-0.5923894,-0.7807733,-1.2119788,-0.9986633,-0.7147268,-0.076728314,-0.7664332,-1.1241455,-0.8825288,-0.91547155,-0.9807466
-0.9330502,0.8488513,0.83370095,0.24674137,-0.20721756,-0.43001172,-0.4628553,-0.88899577,-0.9735398,-0.43031397,-0.95987713,-1.5731672,-0.8605685,-1.2198788,-0.8618076,-0.6185984,-1.2584246,-1.1630353,-1.07998,-0.9930405
-0.87090987,0.84660655,0.872057,0.11679918,-0.15645319,-0.3957865,-0.30315197,-0.8766548,-1.0910912,-0.5329339,-0.92772275,-1.581101,-1.1208237,-1.0157561,-0.90462357,-0.29046196,-1.3534262,-1.1087273,-1.1718867,-0.97160786
1.4844499,-2.305878,-1.9860128,-4.5195723,-3.417467,-6.5461326,-2.4788322,-2.181221,-6.566629,-3.489788,-6.77643,-4.0372753,0.8483892,5.0470915,3.7490082,3.3168893,-6.376571,1.8859725,-5.6061535,-1.4087782
-0.84185845,0.7621847,1.3740963,-0.14772204,-0.26549536,-0.4567531,-0.6106415,-0.98866796,-1.0379474,-0.5646141,-1.0783635,-0.025845753,-0.55179024,-1.0102732,-1.129925,-0.65611887,-1.3621904,-1.1182857,-1.2199103,-1.0082412
-0.9235366,0.84821093,0.8273054,-0.04973141,-0.1510589,-0.41956687,-0.5007715,-0.90255976,-0.9156776,-0.45196927,-0.87656194,-1.6443806,-1.0956888,-0.96667075,-0.965547,-0.39912635,-1.3923305,-1.072933,-1.1502128,-0.99690044
-0.9294759,0.8620651,0.7700002,0.025518073,-0.5212651,-0.39652872,-0.4339584,-0.94677156,-1.0129586,-0.58015746,-1.0383646,-1.6372283,-1.1046067,-0.9990701,-0.9023586,-0.6100242,-1.2939702,-1.1388156,-1.0575064,-0.9551752
-0.86996466,0.843497,0.8582147,0.023597449,-0.25662085,-0.5324074,-0.5129149,-0.8790333,-0.9461089,-0.46792427,-0.99421835,-1.5920948,-0.8513724,-0.94975626,-0.6760394,-0.5658628,-1.3293153,-1.0500852,-1.059798,-0.9875886
-0.51311576,0.82095414,1.1538521,-0.63315445,-0.36153176,-0.4583336,0.8387804,-1.2822297,-0.7682842,0.54012036,-0.9904354,-1.4451712,-0.7903131,-1.1215293,-0.8139011,-1.0270109,-1.2564785,-1.0519283,-0.9209223,-1.1045446
-0.9212709,0.8558797,1.0445044,0.1773134,-0.14620887,-0.4449344,-0.4952774,-0.920441,-1.0306103,-0.45661697,-0.9403075,-1.7231996,-1.0397754,-1.0898026,-0.89125407,-0.6403897,-1.3222873,-1.1934581,-1.087287,-1.0110008
